Date,Season,Round,Home,Away,gd,line,odds_home,odds_away,ev_home,ev_away,pl_home,pl_away,mkt_home_novig,best_side,best_ev,best_pl
2026-05-01,2026,9,Henan Songshan Longmen,Liaoning Tieren,4.0,-0.5,1.92,1.88,0.4132281583134813,-0.5037859050152839,0.9199999999999999,-1.0,0.49473684210526314,home,0.4132281583134813,0.9199999999999999
2026-05-02,2026,9,Qingdao Hainiu,Shanghai Port,2.0,0.5,1.87,1.93,-0.008745993333507961,-0.09305894805686078,0.8700000000000001,-1.0,0.5078947368421052,home,-0.008745993333507961,0.8700000000000001
2026-05-02,2026,9,Zhejiang Professional,Shenzhen Xinpengcheng,1.0,-1.0,1.83,1.98,-0.05288479827197961,-0.015446664699381328,0.0,0.0,0.5196850393700787,away,-0.015446664699381328,0.0
2026-05-02,2026,9,Yunnan Yukun,Beijing Guoan,0.0,0.25,1.87,1.93,-0.029482242467330794,-0.05646397419606803,0.43500000000000005,-0.5,0.5078947368421052,home,-0.029482242467330794,0.43500000000000005
2026-05-05,2026,10,Qingdao West Coast,Tianjin Jinmen Tiger,0.0,-0.25,1.83,1.98,-0.0746717405802022,-0.002501838509700449,-0.5,0.49,0.5196850393700787,away,-0.002501838509700449,0.49
2026-05-05,2026,10,Liaoning Tieren,Chengdu Rongcheng,-1.0,1.0,1.91,1.89,-0.03323882991420898,-0.03936470218086888,0.0,0.0,0.4973684210526315,home,-0.03323882991420898,0.0
2026-05-05,2026,10,Shandong Taishan,Shanghai Shenhua,3.0,0.0,1.92,1.88,-0.02914046602377521,-0.04415050595009094,0.9199999999999999,-1.0,0.49473684210526314,home,-0.02914046602377521,0.9199999999999999
2026-05-05,2026,10,Chongqing Tonglianglong,Henan Songshan Longmen,0.0,-0.25,2.09,1.74,0.044673317738245136,-0.10852937640966871,-0.5,0.37,0.4543080939947781,home,0.044673317738245136,-0.5
2026-05-06,2026,10,Wuhan Three Towns,Qingdao Hainiu,-2.0,-0.5,1.83,1.97,-0.17697822534341756,0.08401481088881566,-1.0,0.97,0.5184210526315789,away,0.08401481088881566,0.97
2026-05-06,2026,10,Beijing Guoan,Dalian Yingbo,3.0,-0.75,1.88,1.92,-0.021029221425459464,-0.0650350061902623,0.8799999999999999,-1.0,0.5052631578947367,home,-0.021029221425459464,0.8799999999999999
2026-05-06,2026,10,Shanghai Port,Shenzhen Xinpengcheng,0.0,-0.75,1.94,1.86,0.5087579449509857,-0.5756539799797303,-1.0,0.8600000000000001,0.4894736842105264,home,0.5087579449509857,-1.0
2026-05-06,2026,10,Yunnan Yukun,Zhejiang Professional,-1.0,0.0,2.01,1.8,0.1568275197528942,-0.20813764433009008,-1.0,0.8,0.47244094488188976,home,0.1568275197528942,-1.0
2026-05-09,2026,11,Chengdu Rongcheng,Henan Songshan Longmen,3.0,-1.25,1.86,1.94,-0.1040138565097593,0.01966750552291753,0.8600000000000001,-1.0,0.5105263157894737,away,0.01966750552291753,-1.0
2026-05-09,2026,11,Shanghai Shenhua,Chongqing Tonglianglong,0.0,-1.25,1.85,1.95,-0.6498028120313555,0.595223193226028,-1.0,0.95,0.513157894736842,away,0.595223193226028,0.95
2026-05-10,2026,11,Qingdao West Coast,Wuhan Three Towns,0.0,-0.5,2.0,1.81,0.0024827496622741537,-0.0972468884443581,-1.0,0.81,0.4750656167979003,home,0.0024827496622741537,-1.0
2026-05-10,2026,11,Shenzhen Xinpengcheng,Shandong Taishan,-1.0,0.5,1.8,2.02,-0.14013318872165345,0.05503835623207778,-1.0,1.02,0.5287958115183247,away,0.05503835623207778,1.02
2026-05-10,2026,11,Liaoning Tieren,Yunnan Yukun,-1.0,-0.25,2.03,1.78,0.01158722623289376,-0.09214331947231955,-1.0,0.78,0.4671916010498688,home,0.01158722623289376,-1.0
2026-05-10,2026,11,Beijing Guoan,Shanghai Port,0.0,-0.5,1.92,1.88,0.021015766324944497,-0.11974460452650817,-1.0,0.8799999999999999,0.49473684210526314,home,0.021015766324944497,-1.0
2026-05-10,2026,11,Zhejiang Professional,Tianjin Jinmen Tiger,0.0,-0.75,1.88,1.93,-0.15935470054160208,0.08046078715579302,-1.0,0.9299999999999999,0.5065616797900262,away,0.08046078715579302,0.9299999999999999
2026-05-10,2026,11,Qingdao Hainiu,Dalian Yingbo,2.0,0.25,1.77,2.05,0.18547370939906366,-0.3046281727774142,0.77,-1.0,0.5366492146596858,home,0.18547370939906366,0.77
2026-05-15,2026,12,Henan Songshan Longmen,Shenzhen Xinpengcheng,1.0,-0.75,1.9,1.9,0.2819382066763227,-0.3680327552970801,0.44999999999999996,-0.5,0.5,home,0.2819382066763227,0.44999999999999996
2026-05-15,2026,12,Shanghai Port,Zhejiang Professional,0.0,-0.5,2.02,1.79,0.34308643624033874,-0.4001607529060428,-1.0,0.79,0.46981627296587924,home,0.34308643624033874,-1.0
2026-05-15,2026,12,Tianjin Jinmen Tiger,Chengdu Rongcheng,-1.0,1.0,1.88,1.92,0.15894968460553904,-0.23470159063727747,0.0,0.0,0.5052631578947367,home,0.15894968460553904,0.0
2026-05-15,2026,12,Beijing Guoan,Qingdao Hainiu,2.0,-1.25,1.88,1.93,-0.034052098183044395,-0.049062147881787775,0.8799999999999999,-1.0,0.5065616797900262,home,-0.034052098183044395,0.8799999999999999
2026-05-15,2026,12,Dalian Yingbo,Qingdao West Coast,-1.0,-1.0,2.01,1.81,-0.35238426130624195,0.2524957652434392,-1.0,0.81,0.47382198952879584,away,0.2524957652434392,0.81
2026-05-16,2026,12,Shandong Taishan,Chongqing Tonglianglong,2.0,-0.75,2.01,1.8,-0.35595611491902934,0.23600414324650001,1.0099999999999998,-1.0,0.47244094488188976,away,0.23600414324650001,-1.0
2026-05-16,2026,12,Yunnan Yukun,Shanghai Shenhua,1.0,0.25,1.85,1.95,-0.2668304918736762,0.19000715597907625,0.8500000000000001,-1.0,0.513157894736842,away,0.19000715597907625,-1.0
2026-05-16,2026,12,Wuhan Three Towns,Liaoning Tieren,0.0,-0.25,1.99,1.82,0.14112693301928003,-0.20976541113103922,-0.5,0.41000000000000003,0.47769028871391084,home,0.14112693301928003,-0.5
2026-05-19,2026,13,Shenzhen Xinpengcheng,Dalian Yingbo,0.0,0.0,1.91,1.89,-0.09296053933337001,0.030833148402424175,0.0,0.0,0.4973684210526315,away,0.030833148402424175,0.0
2026-05-19,2026,13,Tianjin Jinmen Tiger,Henan Songshan Longmen,-1.0,0.0,1.93,1.88,-0.0629759174139303,-2.188126473304826e-05,-1.0,0.8799999999999999,0.4934383202099738,away,-2.188126473304826e-05,0.8799999999999999
2026-05-19,2026,13,Chengdu Rongcheng,Shanghai Port,-1.0,-1.25,1.95,1.85,0.0002447519450605256,-0.08634024735976101,-1.0,0.8500000000000001,0.48684210526315796,home,0.0002447519450605256,-1.0
2026-05-19,2026,13,Qingdao West Coast,Beijing Guoan,0.0,0.25,2.01,1.8,0.04150345666308435,-0.11720810767450986,0.5049999999999999,-0.5,0.47244094488188976,home,0.04150345666308435,0.5049999999999999
2026-05-20,2026,13,Liaoning Tieren,Qingdao Hainiu,1.0,-0.5,1.91,1.89,-0.2445459023174159,0.14245641642927537,0.9099999999999999,-1.0,0.4973684210526315,away,0.14245641642927537,-1.0
2026-05-20,2026,13,Shanghai Shenhua,Wuhan Three Towns,0.0,-2.0,1.92,1.77,0.013855030864700284,-0.1303416443897931,-1.0,0.77,0.4796747967479675,home,0.013855030864700284,-1.0
2026-05-20,2026,13,Chongqing Tonglianglong,Yunnan Yukun,0.0,-0.25,1.85,1.96,0.03612759923161572,-0.1180984727825775,-0.5,0.48,0.5144356955380577,home,0.03612759923161572,-0.5
2026-05-20,2026,13,Zhejiang Professional,Shandong Taishan,3.0,0.0,2.02,1.79,0.00830387819110878,-0.07568337037453958,1.02,-1.0,0.46981627296587924,home,0.00830387819110878,1.02
2026-05-23,2026,14,Shanghai Port,Tianjin Jinmen Tiger,0.0,-0.75,1.85,1.94,0.11922337796172248,-0.2185737028099425,-1.0,0.94,0.5118733509234827,home,0.11922337796172248,-1.0
2026-05-23,2026,14,Beijing Guoan,Henan Songshan Longmen,-1.0,-0.75,1.92,1.88,-0.10093905542694825,0.01301240413051628,-1.0,0.8799999999999999,0.49473684210526314,away,0.01301240413051628,0.8799999999999999
2026-05-23,2026,14,Dalian Yingbo,Chengdu Rongcheng,2.0,0.5,1.91,1.89,-0.05168152847472005,-0.04838843517423002,0.9099999999999999,-1.0,0.4973684210526315,away,-0.04838843517423002,-1.0
2026-05-24,2026,14,Shanghai Shenhua,Shenzhen Xinpengcheng,-1.0,-1.5,1.89,1.91,0.2190020021524433,-0.3219014942387126,-1.0,0.9099999999999999,0.5026315789473684,home,0.2190020021524433,-1.0
2026-05-24,2026,14,Zhejiang Professional,Liaoning Tieren,-5.0,-0.5,1.81,2.01,0.14508800493132046,-0.2616170662496984,-1.0,1.0099999999999998,0.5261780104712042,home,0.14508800493132046,-1.0
2026-05-24,2026,14,Qingdao Hainiu,Chongqing Tonglianglong,-1.0,-0.25,2.05,1.78,-0.13063438259098423,0.044710292192002364,-1.0,0.78,0.4647519582245431,away,0.044710292192002364,0.78
2026-05-24,2026,14,Yunnan Yukun,Qingdao West Coast,-1.0,-0.75,2.0,1.81,-0.22359975374722993,0.11999045195434219,-1.0,0.81,0.4750656167979003,away,0.11999045195434219,0.81
2026-05-24,2026,14,Shandong Taishan,Wuhan Three Towns,0.0,-1.5,1.91,1.89,-0.061121553653645806,-0.03904725842649718,-1.0,0.8899999999999999,0.4973684210526315,away,-0.03904725842649718,0.8899999999999999
2026-05-29,2026,15,Liaoning Tieren,Shanghai Port,1.0,0.0,2.02,1.79,-0.13731921036045291,0.051275311307455586,1.02,-1.0,0.46981627296587924,away,0.051275311307455586,-1.0
2026-05-30,2026,15,Qingdao West Coast,Shanghai Shenhua,0.0,0.5,1.78,2.04,-0.02389013975349656,-0.07868770500161061,0.78,-1.0,0.5340314136125655,home,-0.02389013975349656,0.78
2026-05-30,2026,15,Henan Songshan Longmen,Zhejiang Professional,-2.0,-0.5,1.88,1.93,0.11340691691650219,-0.21301880300470707,-1.0,0.9299999999999999,0.5065616797900262,home,0.11340691691650219,-1.0
2026-05-30,2026,15,Chengdu Rongcheng,Shandong Taishan,1.0,-0.5,1.92,1.88,0.33800481190514237,-0.4301297116571184,0.9199999999999999,-1.0,0.49473684210526314,home,0.33800481190514237,0.9199999999999999
2026-05-30,2026,15,Chongqing Tonglianglong,Beijing Guoan,-1.0,0.25,2.05,1.77,0.19728934902695905,-0.24237403042938582,-1.0,0.77,0.46335078534031415,home,0.19728934902695905,-1.0
2026-05-30,2026,15,Shenzhen Xinpengcheng,Qingdao Hainiu,1.0,-0.5,2.02,1.79,-0.3452137426686137,0.20976861355288065,1.02,-1.0,0.46981627296587924,away,0.20976861355288065,-1.0
2026-05-31,2026,15,Tianjin Jinmen Tiger,Dalian Yingbo,1.0,0.0,1.93,1.88,0.08417387570870924,-0.1400692695206516,0.9299999999999999,-1.0,0.4934383202099738,home,0.08417387570870924,0.9299999999999999
2026-05-31,2026,15,Wuhan Three Towns,Yunnan Yukun,0.0,0.25,1.83,1.98,0.25521773992973523,-0.3638254716952306,0.41500000000000004,-0.5,0.5196850393700787,home,0.25521773992973523,0.41500000000000004
2026-06-26,2026,16,Qingdao Hainiu,Yunnan Yukun,2.0,-0.25,2.03,1.78,0.15138176747328816,-0.21630958068314518,1.0299999999999998,-1.0,0.4671916010498688,home,0.15138176747328816,1.0299999999999998
2026-06-27,2026,16,Chongqing Tonglianglong,Tianjin Jinmen Tiger,1.0,-0.5,2.06,1.76,-0.41588616420638036,0.2609512859238977,1.06,-1.0,0.46073298429319376,away,0.2609512859238977,-1.0
2026-06-27,2026,16,Beijing Guoan,Wuhan Three Towns,1.0,-1.5,1.91,1.89,-4.8921492652835886e-05,-0.09948038658580435,-1.0,0.8899999999999999,0.4973684210526315,home,-4.8921492652835886e-05,-1.0
2026-06-27,2026,16,Liaoning Tieren,Shandong Taishan,-4.0,0.25,1.89,1.91,-0.08533674936182424,-0.001113289717202196,-1.0,0.9099999999999999,0.5026315789473684,away,-0.001113289717202196,0.9099999999999999
2026-06-27,2026,16,Henan Songshan Longmen,Shanghai Port,-1.0,-0.25,1.9,1.9,0.04222426819010599,-0.12824934010256117,-1.0,0.8999999999999999,0.5,home,0.04222426819010599,-1.0
2026-06-27,2026,16,Shenzhen Xinpengcheng,Chengdu Rongcheng,-1.0,0.75,1.93,1.88,-0.1622623454025575,0.07806441862877951,-0.5,0.43999999999999995,0.4934383202099738,away,0.07806441862877951,0.43999999999999995
2026-06-28,2026,16,Qingdao West Coast,Zhejiang Professional,0.0,0.0,1.77,2.04,0.043106967531138095,-0.12523262867068904,0.0,0.0,0.5354330708661418,home,0.043106967531138095,0.0
2026-06-28,2026,16,Dalian Yingbo,Shanghai Shenhua,-1.0,0.0,1.87,1.93,-0.16317012001480288,0.0977338242334233,-1.0,0.9299999999999999,0.5078947368421052,away,0.0977338242334233,0.9299999999999999
2026-07-03,2026,17,Yunnan Yukun,Henan Songshan Longmen,1.0,-0.25,2.0,1.81,-0.2560423136337211,0.15142070114691458,1.0,-1.0,0.4750656167979003,away,0.15142070114691458,-1.0
2026-07-04,2026,17,Dalian Yingbo,Wuhan Three Towns,1.0,-0.75,1.83,1.98,-0.18539009690620017,0.1126751835269408,0.41500000000000004,-0.5,0.5196850393700787,away,0.1126751835269408,-0.5
2026-07-04,2026,17,Liaoning Tieren,Chongqing Tonglianglong,2.0,-0.5,2.05,1.77,-0.23313648879086268,0.10787882202918388,1.0499999999999998,-1.0,0.46335078534031415,away,0.10787882202918388,-1.0
2026-07-04,2026,17,Qingdao West Coast,Shanghai Port,1.0,0.0,1.92,1.88,-0.0806979293816856,0.011563259032151444,0.9199999999999999,-1.0,0.49473684210526314,away,0.011563259032151444,-1.0
2026-07-04,2026,17,Beijing Guoan,Shandong Taishan,2.0,-0.75,1.99,1.82,-0.017699260701469113,-0.06632856519456964,0.99,-1.0,0.47769028871391084,home,-0.017699260701469113,0.99
2026-07-04,2026,17,Tianjin Jinmen Tiger,Shenzhen Xinpengcheng,3.0,-0.25,2.01,1.8,0.20344286431076594,-0.2618176112471886,1.0099999999999998,-1.0,0.47244094488188976,home,0.20344286431076594,1.0099999999999998
2026-07-05,2026,17,Qingdao Hainiu,Chengdu Rongcheng,0.0,0.75,1.82,1.99,-0.08997100053195484,0.008811207967985315,0.8200000000000001,-1.0,0.5223097112860893,away,0.008811207967985315,-1.0
2026-07-05,2026,17,Shanghai Shenhua,Zhejiang Professional,1.0,-0.75,1.87,1.93,0.21691131782435158,-0.31345682002995623,0.43500000000000005,-0.5,0.5078947368421052,home,0.21691131782435158,0.43500000000000005
